num-generations,num-evaluations,time-elapsed,best-fitness,avg-fitness,num_features_mutation_strength,crossover-method,population-size,num-points,initialization,seed,population_size,crossover_method,num_points,generation_budget,time_spent
112,11300,215.24358248710632,81128,81471.38,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
113,11400,217.16918659210205,80901,81293.67,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
114,11500,219.12352108955383,80701,81142.81,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
115,11600,221.06038093566895,80701,80983.34,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
116,11700,223.02650260925293,80351,80810.01,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
117,11800,225.0435221195221,80351,80664.0,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
118,11900,226.94541382789612,80124,80508.39,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
119,12000,229.03538751602173,79785,80337.86,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
120,12100,231.22754788398743,79358,80114.09,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
121,12200,233.20339703559875,79358,79860.22,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
122,12300,235.19734382629395,78756,79600.71,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
123,12400,237.1981155872345,78756,79355.51,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
124,12500,239.20781183242798,78712,79112.13,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
125,12600,241.7607226371765,78712,78945.29,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
126,12700,243.9997456073761,78581,78800.78,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
127,12800,246.0903034210205,78509,78716.65,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
128,12900,248.07538771629333,78297,78621.63,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
129,13000,250.03528380393982,78197,78452.72,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
130,13100,252.02753400802612,78066,78297.27,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
131,13200,254.00333309173584,77752,78137.29,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
132,13300,255.98521304130554,77615,77970.05,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
133,13400,257.9314525127411,77485,77787.72,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
134,13500,259.90550780296326,77271,77615.27,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
135,13600,261.83933901786804,76890,77470.61,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
136,13700,263.77927136421204,76724,77292.35,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
137,13800,265.7834243774414,76724,77130.87,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
138,13900,267.7532765865326,76538,76939.05,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
139,14000,269.83940148353577,76317,76717.24,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
140,14100,271.8355903625488,76317,76555.62,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
141,14200,273.77334237098694,76107,76429.18,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
142,14300,275.87726497650146,75978,76293.14,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
143,14400,277.9153952598572,75907,76148.15,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
144,14500,279.88032937049866,75414,76004.62,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
145,14600,281.85953092575073,75414,75849.74,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
146,14700,283.80746054649353,75414,75697.97,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
147,14800,285.7574243545532,75305,75544.16,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
148,14900,287.6693515777588,75182,75417.17,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
149,15000,289.64631509780884,75073,75303.14,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
150,15100,291.6431155204773,74922,75195.07,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
151,15200,293.53539752960205,74875,75082.23,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
152,15300,295.52398204803467,74586,74966.45,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
153,15400,297.5231637954712,74478,74826.3,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
154,15500,299.76367807388306,74430,74673.6,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
155,15600,303.50232791900635,73995,74510.98,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
156,15700,305.6097991466522,73995,74329.42,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
157,15800,308.3951184749603,73858,74165.96,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
158,15900,1269.3422875404358,73664,74026.59,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
159,16000,1272.1179893016815,73527,73884.64,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
160,16100,1275.1327955722809,73364,73712.38,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
161,16200,1277.5916228294373,73349,73562.73,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
162,16300,1280.6304318904877,73175,73445.76,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
163,16400,1283.0138547420502,72944,73314.92,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
164,16500,1285.5499024391174,72783,73172.48,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
165,16600,1288.0686633586884,72783,73015.91,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
166,16700,1290.1432240009308,72619,72856.99,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
167,16800,1292.2276465892792,72336,72705.74,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
168,16900,1294.4143552780151,71979,72558.23,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
169,17000,1296.9660573005676,71979,72397.5,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
170,17100,1299.3135523796082,71881,72201.87,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
171,17200,1301.3925457000732,71633,72015.56,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
172,17300,1303.7678980827332,71519,71854.48,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
173,17400,1306.2718794345856,71425,71682.04,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
