num-generations,num-evaluations,time-elapsed,best-fitness,crossover-method,population-size,num-points,initialization,seed,population_size,crossover_method,num_points,generation_budget,time_spent
1,200,2.284069776535034,49341,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
2,300,4.711174011230469,49324,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
3,400,7.534314155578613,48118,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
4,500,10.497774600982666,48118,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
5,600,13.84121561050415,47797,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
6,700,16.699949026107788,47568,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
7,800,19.72969079017639,47551,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
8,900,22.79384732246399,47439,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
9,1000,25.262072563171387,46866,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
10,1100,27.727675199508667,46866,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
11,1200,30.22341275215149,46809,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
12,1300,33.12186050415039,46268,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
13,1400,35.70107460021973,46018,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
14,1500,38.3552680015564,45768,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
15,1600,41.195406675338745,45628,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
16,1700,43.682613372802734,45391,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
17,1800,46.2671160697937,45049,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
18,1900,49.09286189079285,44829,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
19,2000,51.874388456344604,44764,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
20,2100,54.446237087249756,44394,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
21,2200,57.043609380722046,44207,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
22,2300,59.52553033828735,44168,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
23,2400,62.128575563430786,43966,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
24,2500,64.64957404136658,43899,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
25,2600,67.13018012046814,43827,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
26,2700,69.59509897232056,43649,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
27,2800,72.11235690116882,43553,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
28,2900,74.59203171730042,43537,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
29,3000,77.07020783424377,43453,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
30,3100,79.56626963615417,43296,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
31,3200,82.07706809043884,43159,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
32,3300,84.55010271072388,43048,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
33,3400,87.18510007858276,42832,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
34,3500,89.63717222213745,42589,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
35,3600,92.10720467567444,42589,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
36,3700,94.65563368797302,42324,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
37,3800,97.50508117675781,42324,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
38,3900,99.99228620529175,42235,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
39,4000,102.4466962814331,42109,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1325.6244266033173
