num-generations,num-evaluations,time-elapsed,best-fitness,crossover-method,population-size,num-points,initialization,seed,population_size,crossover_method,num_points,generation_budget,time_spent
1,200,1.6830484867095947,47564,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
2,300,3.6039845943450928,47438,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
3,400,5.511037111282349,46588,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
4,500,7.441981315612793,46588,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
5,600,9.477553844451904,46485,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
6,700,12.065085887908936,46287,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
7,800,14.169489622116089,46031,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
8,900,16.16940474510193,45663,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
9,1000,18.19402503967285,45398,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
10,1100,20.15473985671997,45398,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
11,1200,22.163877725601196,45201,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
12,1300,24.180867671966553,45080,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
13,1400,26.20693278312683,44899,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
14,1500,28.287878274917603,44769,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
15,1600,30.37370014190674,44348,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
16,1700,32.481810092926025,44289,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
17,1800,34.566015005111694,44188,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
18,1900,36.64564919471741,43923,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1454.1171157360077
