num-generations,num-evaluations,time-elapsed,best-fitness,avg-fitness,num_features_mutation_strength,crossover-method,population-size,num-points,initialization,seed,population_size,crossover_method,num_points,generation_budget,time_spent
24,2500,79.36012125015259,51280,51598.93,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
25,2600,83.10940861701965,51086,51452.22,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
26,2700,88.52201461791992,50723,51324.7,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
27,2800,92.24897003173828,50690,51188.31,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
28,2900,95.42376232147217,50634,51040.17,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
29,3000,98.5251612663269,50147,50826.63,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
30,3100,101.73241591453552,50147,50607.0,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
31,3200,104.77747702598572,49975,50432.27,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
32,3300,107.91185855865479,49542,50155.54,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
33,3400,110.81796264648438,49542,49895.0,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
34,3500,113.80527520179749,49542,49774.4,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
35,3600,116.79640293121338,49361,49627.57,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
36,3700,119.74014902114868,49353,49512.46,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
37,3800,122.64643979072571,48991,49395.57,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
38,3900,125.47051167488098,48965,49250.02,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
39,4000,128.44983768463135,48647,49069.0,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
40,4100,131.29493355751038,48647,48909.47,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
41,4200,134.0744698047638,48318,48751.33,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
42,4300,136.5410213470459,48318,48618.87,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
43,4400,139.0897240638733,48065,48444.05,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
44,4500,141.80699276924133,48065,48304.73,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
45,4600,144.59338760375977,47871,48157.17,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
46,4700,147.2698163986206,47489,47973.16,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
47,4800,149.910085439682,47375,47737.27,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
48,4900,152.6199803352356,47293,47537.46,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
49,5000,155.39340710639954,46953,47409.11,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
50,5100,158.53743624687195,46953,47324.85,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
51,5200,161.3141384124756,46953,47216.15,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
52,5300,164.3040487766266,46785,47066.06,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
53,5400,167.27988576889038,46730,46930.0,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
54,5500,170.0378577709198,46579,46812.79,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
55,5600,172.89915466308594,46523,46707.8,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
56,5700,175.7850308418274,46137,46580.64,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
57,5800,178.45014691352844,45981,46433.28,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
58,5900,181.06296253204346,45981,46291.06,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
59,6000,183.47154474258423,45847,46132.38,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
60,6100,186.00934720039368,45771,46008.86,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
61,6200,188.38042449951172,45655,45897.56,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
62,6300,190.6356644630432,45531,45795.09,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
63,6400,193.5305199623108,45495,45709.5,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
64,6500,196.4600567817688,45326,45608.49,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
65,6600,199.37092781066895,45019,45505.36,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
66,6700,201.91978311538696,45019,45360.65,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
67,6800,204.51309967041016,44830,45210.29,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
68,6900,207.4498016834259,44830,45070.91,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
69,7000,210.44511008262634,44656,44956.24,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
70,7100,213.44433641433716,44490,44818.02,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
71,7200,216.25514364242554,44263,44689.26,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
72,7300,218.96036577224731,44176,44516.82,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
73,7400,221.69511365890503,43902,44351.95,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
74,7500,224.613098859787,43747,44200.41,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
75,7600,227.42071413993835,43490,44032.85,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
76,7700,230.01082587242126,43156,43805.76,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
77,7800,232.96386289596558,42934,43535.12,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
78,7900,237.10416340827942,42884,43274.44,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
79,8000,240.8689889907837,42884,43106.93,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
80,8100,244.82897019386292,42764,43013.7,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
81,8200,248.04664182662964,42422,42883.44,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
82,8300,251.57068419456482,42422,42779.22,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
83,8400,255.97457671165466,42422,42661.39,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
84,8500,260.1905403137207,42293,42563.3,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
85,8600,264.1777539253235,42234,42446.85,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
86,8700,268.2431392669678,42190,42367.37,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
87,8800,272.40686869621277,42012,42284.38,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
88,8900,275.85063433647156,41998,42216.49,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
89,9000,278.7378132343292,41963,42140.61,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
90,9100,281.4871051311493,41890,42060.75,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
91,9200,284.02082991600037,41856,41995.36,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
92,9300,286.56477999687195,41482,41928.15,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
93,9400,289.2998514175415,41482,41863.33,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
94,9500,291.82457756996155,41398,41756.56,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
95,9600,294.86975836753845,41289,41608.9,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
96,9700,297.80210065841675,41284,41469.72,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
97,9800,300.6499137878418,41245,41394.68,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
98,9900,303.4115409851074,41151,41316.3,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
99,10000,306.1270704269409,40905,41235.58,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
100,10100,308.96165657043457,40905,41128.18,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
101,10200,311.75696778297424,40827,41023.17,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
102,10300,314.55973649024963,40811,40930.89,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
103,10400,317.37982058525085,40676,40862.93,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
104,10500,320.18137764930725,40676,40812.83,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
105,10600,323.05603194236755,40558,40741.76,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
106,10700,325.8315978050232,40404,40670.24,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
107,10800,328.6820502281189,40378,40588.37,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
108,10900,332.0616958141327,40320,40497.81,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
109,11000,334.95002484321594,40320,40430.89,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
110,11100,337.93011808395386,40055,40362.62,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
111,11200,341.09198570251465,40055,40308.09,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
112,11300,344.0637741088867,39954,40245.15,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
113,11400,347.0794291496277,39893,40124.86,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
114,11500,350.0718846321106,39885,40032.17,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
115,11600,353.0235843658447,39653,39955.21,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
116,11700,356.0418813228607,39653,39869.77,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
117,11800,358.86218333244324,39653,39790.84,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
118,11900,361.7691686153412,39576,39719.06,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
119,12000,364.6268877983093,39471,39648.69,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
120,12100,367.52350521087646,39448,39580.39,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
121,12200,370.4555366039276,39324,39496.64,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
122,12300,373.3790473937988,39252,39425.38,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
123,12400,376.35894680023193,39134,39346.39,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
124,12500,379.247843503952,39080,39265.25,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
125,12600,382.13995337486267,39080,39207.6,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
126,12700,385.0538823604584,38994,39141.26,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
127,12800,388.03081488609314,38960,39084.09,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
128,12900,391.11002230644226,38909,39028.79,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
129,13000,394.3469429016113,38874,38971.13,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
130,13100,397.3767523765564,38846,38926.53,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
131,13200,400.2724838256836,38769,38886.0,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
132,13300,403.21493887901306,38658,38838.93,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
133,13400,406.09424591064453,38618,38779.7,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
134,13500,408.99019598960876,38579,38725.69,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
135,13600,411.9389908313751,38457,38659.45,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
136,13700,414.7837896347046,38457,38592.84,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
137,13800,417.5797941684723,38263,38524.91,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
138,13900,420.3089451789856,38148,38441.86,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
139,14000,423.11472368240356,38069,38347.22,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
140,14100,426.06741523742676,38069,38239.69,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
141,14200,428.9788908958435,37997,38155.24,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
142,14300,431.67036604881287,37959,38090.12,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
143,14400,434.40585231781006,37897,38042.73,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
144,14500,437.190105676651,37888,37980.97,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
145,14600,439.9222013950348,37781,37918.15,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
146,14700,442.7114610671997,37772,37863.25,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
147,14800,445.52569556236267,37605,37807.05,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
148,14900,448.3899624347687,37529,37734.19,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
149,15000,451.1797671318054,37452,37661.58,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
150,15100,454.0221049785614,37431,37583.87,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
151,15200,457.13002467155457,37387,37504.33,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
152,15300,459.96788477897644,37302,37438.38,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
153,15400,463.5473005771637,37302,37387.14,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
154,15500,467.89124727249146,37252,37328.53,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
155,15600,471.7037878036499,37176,37277.3,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
156,15700,474.4844675064087,37090,37225.23,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
157,15800,477.12252926826477,37082,37177.85,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
158,15900,479.9847445487976,37070,37141.94,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
159,16000,483.10119223594666,37016,37100.18,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
160,16100,485.9660620689392,36939,37058.2,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
161,16200,488.95979499816895,36894,37015.01,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
162,16300,491.92621541023254,36864,36970.67,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
163,16400,494.88908290863037,36775,36918.39,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
164,16500,497.828999042511,36741,36870.63,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
165,16600,500.31308674812317,36721,36822.71,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
166,16700,502.9040939807892,36641,36774.46,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
167,16800,505.5100185871124,36641,36729.93,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
168,16900,508.12480211257935,36570,36682.38,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
169,17000,510.68782210350037,36545,36637.44,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
170,17100,513.4567065238953,36488,36596.01,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
171,17200,516.2234020233154,36488,36566.52,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
172,17300,518.7313206195831,36436,36528.81,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
173,17400,521.2629311084747,36385,36490.06,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
174,17500,523.7190611362457,36295,36439.63,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
175,17600,526.2192959785461,36295,36385.58,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
176,17700,528.7789924144745,36199,36327.45,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
177,17800,531.435804605484,36101,36263.27,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
178,17900,534.0627067089081,36101,36204.0,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
179,18000,536.570544719696,36019,36150.34,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
180,18100,539.0530123710632,36016,36107.18,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
181,18200,541.6207795143127,35999,36065.96,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
182,18300,544.3509395122528,35994,36028.1,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
183,18400,547.2038230895996,35994,36011.72,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
184,18500,549.9440851211548,35976,36003.45,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
185,18600,552.7030081748962,35957,35992.25,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
186,18700,555.5382740497589,35903,35977.33,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
187,18800,558.0041260719299,35896,35956.36,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
188,18900,560.2799303531647,35843,35927.78,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
189,19000,562.3800585269928,35822,35892.79,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
190,19100,564.4105970859528,35803,35858.08,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
191,19200,566.4854350090027,35703,35830.5,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
192,19300,568.5192012786865,35703,35791.21,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
193,19400,570.5992586612701,35642,35753.19,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
194,19500,572.8876559734344,35642,35714.59,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
195,19600,575.4502184391022,35572,35679.39,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
196,19700,577.6504800319672,35531,35638.87,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
197,19800,579.7651581764221,35496,35599.92,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
198,19900,581.7948424816132,35463,35554.3,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
199,20000,583.9303350448608,35397,35516.5,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
200,20100,586.1097745895386,35391,35486.73,0.25,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1295.1952385902405
