num-generations,num-evaluations,time-elapsed,best-fitness,crossover-method,population-size,num-points,initialization,seed,population_size,crossover_method,num_points,generation_budget,time_spent
1,200,2.379019021987915,53293,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
2,300,4.759239673614502,53071,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
3,400,7.350202560424805,52696,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
4,500,9.721248149871826,52278,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
5,600,12.167787551879883,52067,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
6,700,14.809431314468384,51713,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
7,800,17.625078201293945,50633,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
8,900,20.13907504081726,50633,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
9,1000,22.51504349708557,50609,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
10,1100,24.97929549217224,50255,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
11,1200,27.565444707870483,48962,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
12,1300,29.883185148239136,48827,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
13,1400,32.71378755569458,48562,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
14,1500,35.34943890571594,47460,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
15,1600,37.92525243759155,47460,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
16,1700,40.04253029823303,47460,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
17,1800,42.06150937080383,47443,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
18,1900,44.041826248168945,47007,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
19,2000,46.14911437034607,46823,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
20,2100,48.17394828796387,46781,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
21,2200,50.116846561431885,46755,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
22,2300,52.18282890319824,46436,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
23,2400,54.239113092422485,46234,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
24,2500,56.23450541496277,46044,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
25,2600,58.22135663032532,45954,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
26,2700,60.234309673309326,45946,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
27,2800,62.29459595680237,45790,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
28,2900,64.28370571136475,45675,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
29,3000,66.33276534080505,45675,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
30,3100,68.42744708061218,45490,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
31,3200,70.34632110595703,45372,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
32,3300,72.38918161392212,45070,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
33,3400,74.39585757255554,45035,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
34,3500,76.29525780677795,44796,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
35,3600,78.26937317848206,44665,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
36,3700,80.31924891471863,44644,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
37,3800,82.27420616149902,44364,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
38,3900,84.27928590774536,44364,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
39,4000,86.38920879364014,43983,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
40,4100,88.58925795555115,43930,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
41,4200,90.90596675872803,43754,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
42,4300,92.99713397026062,43730,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
43,4400,95.05943894386292,43274,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
44,4500,97.16145873069763,43099,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
45,4600,99.32408428192139,43099,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
46,4700,101.3693299293518,42923,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
47,4800,103.35339140892029,42880,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
48,4900,105.35250473022461,42833,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
49,5000,107.39920973777771,42731,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
50,5100,109.38913989067078,42648,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
51,5200,111.3691897392273,42648,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
52,5300,113.30501294136047,42573,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
53,5400,115.30278849601746,42427,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
54,5500,117.32940769195557,42375,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
55,5600,119.26157212257385,42375,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
56,5700,121.2393810749054,42272,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
57,5800,123.20911407470703,42190,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
58,5900,125.31904697418213,42163,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
59,6000,127.39898657798767,41966,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
60,6100,129.37897849082947,41966,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
61,6200,131.37898111343384,41798,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
62,6300,133.4140944480896,41765,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
63,6400,135.44513940811157,41765,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
64,6500,137.53129601478577,41745,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1611.235763311386
