num-generations,num-evaluations,time-elapsed,best-fitness,crossover-method,population-size,num-points,initialization,seed,population_size,crossover_method,num_points,generation_budget,time_spent
1,200,1.372718095779419,53763,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
2,300,2.876326084136963,53630,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
3,400,4.396713495254517,53474,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
4,500,5.939845323562622,53172,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
5,600,7.953714847564697,52755,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
6,700,10.142095804214478,52618,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
7,800,12.310406923294067,52404,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
8,900,14.435182332992554,52005,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
9,1000,16.44491219520569,51937,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
10,1100,18.45427942276001,51495,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
11,1200,20.62571120262146,51129,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
12,1300,22.600200176239014,50994,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
13,1400,24.647268533706665,50797,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
14,1500,26.70446753501892,50590,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
15,1600,28.80853295326233,50166,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
16,1700,30.87132740020752,50036,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
17,1800,32.77653408050537,49712,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
18,1900,34.70738887786865,49706,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
19,2000,36.65168642997742,49490,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
20,2100,38.77086138725281,49442,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
21,2200,40.74715232849121,49216,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
22,2300,42.769814252853394,49142,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
23,2400,44.73241829872131,48975,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
24,2500,46.72551155090332,48884,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
25,2600,48.67639660835266,48726,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
26,2700,50.59140706062317,48607,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
27,2800,52.606337785720825,48471,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
28,2900,54.54739475250244,48127,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
29,3000,56.536452770233154,47994,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
30,3100,58.502344846725464,47632,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
31,3200,60.44841909408569,47632,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
32,3300,62.5768027305603,47623,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
33,3400,64.66533732414246,47318,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1077.5140941143036
