num-generations,num-evaluations,time-elapsed,best-fitness,crossover-method,population-size,num-points,initialization,seed,population_size,crossover_method,num_points,generation_budget,time_spent
1,200,1.2825946807861328,50578,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
2,300,2.7507381439208984,50578,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
3,400,4.187425374984741,49103,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
4,500,5.618097543716431,48737,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
5,600,7.116713285446167,48737,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
6,700,8.64888620376587,48659,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
7,800,10.258907318115234,48183,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
8,900,11.774790048599243,48183,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
9,1000,13.297079086303711,47554,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
10,1100,14.986557483673096,47388,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
11,1200,16.510070085525513,47020,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
12,1300,18.114835023880005,46917,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
13,1400,19.784619092941284,46470,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
14,1500,21.3606379032135,46470,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
15,1600,22.946911096572876,46021,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
16,1700,24.480541467666626,46021,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
17,1800,26.11420249938965,45716,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
18,1900,28.22757577896118,45716,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
19,2000,30.277843952178955,45709,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
20,2100,32.26673436164856,44940,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
21,2200,34.08516240119934,44940,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
22,2300,35.931506395339966,44940,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
23,2400,37.76397442817688,44653,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
24,2500,39.6930034160614,44645,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
25,2600,41.60232901573181,44525,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
26,2700,43.54295372962952,44518,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
27,2800,45.47230410575867,44251,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
28,2900,47.33394479751587,43803,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
29,3000,49.203914165496826,43609,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
30,3100,51.13827395439148,43609,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
31,3200,53.16675138473511,43593,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
32,3300,55.271880865097046,43510,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
33,3400,57.169307708740234,43469,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
34,3500,59.2925546169281,43369,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
35,3600,61.28259253501892,43196,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
36,3700,63.209720849990845,43196,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
37,3800,65.0835473537445,43196,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
38,3900,67.53848171234131,43121,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
39,4000,70.20203042030334,42975,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
40,4100,72.38272023200989,42784,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
41,4200,74.57656788825989,42784,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
42,4300,76.85984492301941,42766,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
43,4400,78.99270272254944,42592,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
44,4500,81.19680714607239,42349,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
45,4600,83.90384221076965,42349,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
46,4700,86.00094819068909,42159,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
47,4800,88.0178050994873,42066,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
48,4900,90.01525449752808,42055,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
49,5000,92.03273487091064,41856,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
50,5100,94.22297382354736,41855,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
51,5200,96.30850291252136,41831,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
52,5300,98.47443699836731,41660,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
53,5400,100.74361109733582,41588,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
54,5500,102.81776261329651,41547,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
55,5600,105.0100371837616,41455,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
56,5700,107.07960414886475,41337,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
57,5800,109.28677892684937,41271,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
58,5900,111.410649061203,41098,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
59,6000,113.48278450965881,41098,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
60,6100,115.46737241744995,41058,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
61,6200,117.4934983253479,40974,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
62,6300,119.68579888343811,40950,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
63,6400,121.82465076446533,40812,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1032.9891865253448
