num-generations,num-evaluations,time-elapsed,best-fitness,crossover-method,population-size,num-points,initialization,seed,population_size,crossover_method,num_points,generation_budget,time_spent
1,200,20.349609375,53518,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
2,300,25.91523313522339,53518,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
3,400,28.4910991191864,52886,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
4,500,31.001129150390625,52647,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
5,600,33.44373369216919,52574,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
6,700,35.92501449584961,52442,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
7,800,38.52990698814392,52355,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
8,900,40.981306076049805,51267,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
9,1000,43.44563817977905,51193,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
10,1100,45.796712160110474,51023,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
11,1200,48.40116858482361,50418,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
12,1300,50.67043471336365,50418,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
13,1400,52.968443393707275,49905,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
14,1500,55.315757274627686,49723,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
15,1600,57.8031587600708,49723,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
16,1700,61.06515336036682,49500,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
17,1800,63.82949113845825,49500,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
18,1900,66.35176229476929,49315,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
19,2000,68.85808157920837,49309,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
20,2100,70.98877358436584,49037,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
21,2200,73.20115804672241,49007,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
22,2300,75.3992657661438,48586,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
23,2400,77.55514740943909,48586,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
24,2500,79.62666201591492,48434,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
25,2600,81.66317844390869,48392,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
26,2700,83.75427293777466,48268,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
27,2800,85.95384693145752,47841,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
28,2900,88.18521451950073,47841,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
29,3000,90.26142859458923,47637,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
30,3100,92.42701530456543,47571,ONE_POINT,100,100,GREYBOX,55,100,ONE_POINT,100,500,1132.087990283966
